,listing,location,price,bedroom_num,bathroom_num,floor_area,land_size,longitude,latitude
46,"Studio Type Apartment for Rent in Santa Ana, Taguig City, Metro Manila","Santa Ana, Taguig",,1,1,20,,121.076427,14.527596
47,Room for Rent Near MCKinley BGC Market Market,"Pinagsama, Taguig","10,000",1,1,25,,121.0572202,14.53290621
48,"Bedspace/Dormitories Makati: P2,950/month near McKinley, BGC & The Fort","Rizal, Makati","2,950",1,2,50,,121.06156769462,14.536679584035
49,"Apartment for Rent in Makati for P12.5k. 1 Bedroom near BGC, The Fort., McKinley","Rizal, Makati","12,500",1,1,30,,121.0615636713,14.536691851538
50,"Privacy Female Dormitories in Makati, Near Mckinley, BGC, Ayala","Rizal, Makati","2,950",1,2,,,121.06154956124,14.536698849274
51,"Privacy Male Dormitories in Makati, near Mckinley, BGC, Ayala","Rizal, Makati","2,950",1,2,,,121.0615388324,14.536698849273
52,Brand new 2 bedrooms apartments situated in lower bicutan taguig,"Lower Bicutan, Taguig","11,000",2,1,,,121.059314,14.490845
53,Taguig apartment with car parking space and internet for rent near bgc and arca,"Lower Bicutan, Taguig","16,000",2,1,42,,121.059314,14.490845
54,2BR and 1BR Gated-Apartment near BGC,"Rizal, Makati","10,000",2,1,38,,121.0607,14.53821
55,2 Bedroom Apartment for Rent Near BGC Market Market SM Aura McKinley Hill Makati,"Rizal, Makati","13,500",2,1,40,,121.0607,14.53821
56,Studio Apartment near BGC,"Rizal, Makati","6,000",1,1,15,,121.0607,14.53821
57,Studio Apartment for Rent Near BGC Market Market SM Aura McKinley Hill Makati,"Rizal, Makati","10,000",1,1,40,,121.0607,14.53821
58,Apartment for Rent in Brgy. Rizal Makati near McKinley and BGC,"Rizal, Makati","7,500",1,1,28,,121.0607,14.53821
59,Room for Rent in Tinzel Homes Paranaque,"San Martin de Porres, Parañaque","4,500",1,1,15,,121.043543,14.496788
0,"Semi-furnished 2BR Penthouse for Lease in Fifth Avenue Place, BGC Taguig","Fort Bonifacio, Taguig","150,000",2,,173,,121.050318,14.540867
1,Seibu Tower |2 Bedroom with Balcony | Newly Renovated | BGC Taguig City|,"Fort Bonifacio, Taguig","80,000",2,2,78,,121.0477122,14.5472214
2,"3 BR Residential Condominium with view of Burgos Circle at The Fort BGC, Taguig","Fort Bonifacio, Taguig","150,000",3,2,150,,121.050318,14.540867
3,2-bedroom condo in Arca South for rent,"Western Bicutan, Taguig","70,000",2,2,111,,121.036376,14.517219
4,"one uptown residence 2 bedroom for rent @ 65,000 per month","Fort Bonifacio, Taguig","65,000",2,2,74,,121.050318,14.540867
5,"Fully Furnished Studio Unit For Rent at Verve Residences, Fort Bonifacio, Taguig","Fort Bonifacio, Taguig","52,000",1,1,40,,121.051226,14.54795811
6,"For Rent: 2 Bedroom Condo Unit in Bellagio 2, Taguig","Fort Bonifacio, Taguig","95,000",2,1,90,,121.0439,14.55194
7,"Pacific Plaza Towers, BGC - 3 Bedroom 305 sqm unit - P268,000 monthly lease","Fort Bonifacio, Taguig","240,000",3,3,305,,121.0448992,14.5473424
8,1BR in the heart of BGC with parking for rent,"Fort Bonifacio, Taguig","35,000",1,1,40,,121.050629,14.55479
9,"For Lease: 2 Bedroom Unit in Avida Towers 34th Street BGC, Taguig","Fort Bonifacio, Taguig","55,000",2,2,72,,121.050318,14.540867
10,Semi Furnished Penthouse Unit at Two Serendra with Parking (Nego),"Fort Bonifacio, Taguig","85,000",2,2,117,,121.050318,14.540867
11,"For Rent: 2Bedroom loft Multi purpose Condo Unit in Fort Palm Spring, BGC Taguig","Fort Bonifacio, Taguig","85,000",2,2,81,,121.050318,14.540867
12,3BR 290sqm Essensa Unit For Rent,"Fort Bonifacio, Taguig","250,000",3,4,290,,121.0469929,14.5434943
13,"For Lease: 1 Bedroom Unit in Avida Verte BGC in Taguig, Fort Bonifacio","Fort Bonifacio, Taguig","25,000",1,1,35,,121.050318,14.540867
14,"1 Bedroom Condo Unit for Rent in Morgan, BGC McKinley Hills, Taguig City","McKinley Hill, Taguig","40,000",1,1,40,,121.0553,14.53712
15,"Two Serendra Red Oak - 2-Bedroom for Rent in Fort Bonifacio, Taguig City","Fort Bonifacio, Taguig","80,000",2,2,91,,121.050318,14.540867
16,"Two Serendra 2-Bedroom Furnished Unit at Dolce Tower for Rent, BGC, Taguig","Fort Bonifacio, Taguig","70,000",2,2,85,,121.0539224,14.54884675
17,"For Lease: Fully Furnished 2 Bedroom Condo Unit in Seibu Tower, Taguig","Fort Bonifacio, Taguig","65,000",2,2,78,,121.050318,14.540867
18,"Affordable luxurious design 1bedroom for rent in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig","40,000",1,1,40,,121.0518801,14.5580757
19,2BR Condo For Rent The Veranda Arca South Taguig 88sqm REPRICED to 59/K month,"Western Bicutan, Taguig","59,000",2,2,88,,121.0486932,14.50492289
20,Nicely interiored 2 bedroom with balcony facing golf course 8 Forbestown road,"Fort Bonifacio, Taguig","130,000",2,3,99,,121.050318,14.540867
21,"Park West BGC I 2 Bedroom Unit for Rent in Fort Bonifacio, Taguig City","Fort Bonifacio, Taguig","60,000",2,2,72,,121.0518,14.55795
22,Arca South – Arbor Lanes (Pine Cluster) 2 BR Condo for rent,"Western Bicutan, Taguig","90,000",2,3,111,,121.036376,14.517219
23,"3 Bedroom Fully Furnished Condo Unit for Rent at The Suite, BGC","Fort Bonifacio, Taguig","385,000",3,3,250,,121.047615,14.5510347
24,"For Rent 2 Bedroom Unit at Jasmine, One Serendra, Taguig City","Fort Bonifacio, Taguig","140,000",2,2,137,,121.050318,14.540867
25,"For Lease: Two Serendra 3 Bedroom Condominium Unit In BGC, Taguig","Fort Bonifacio, Taguig","170,000",3,,125,,121.0539224,14.54884675
26,"For Rent: 3BR One Maridien, BGC","Fort Bonifacio, Taguig","150,000",3,3,150,,121.050318,14.540867
27,"1 Bedroom Condominium For Rent in Two Serendra, Sequioa Tower, BGC Taguig","Fort Bonifacio, Taguig","55,000",1,1,67,,121.0539224,14.54884675
28,Spacious 3-Bedroom Unit with Parking for Rent at Sapphire Residences in Taguig,"Fort Bonifacio, Taguig","120,000",3,3,130,,121.0451116,14.55412322
29,"1 Bedroom + Parking: For Rent at Bellagio  Tower 1 Burgos Circle BGC, Taguig","Fort Bonifacio, Taguig","60,000",1,1,59,,121.04131,14.5526548
30,"Furnished Studio With Garden At Two Serendra For Lease in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig","45,000",1,1,55,,121.0539224,14.54884675
31,"Blue Sapphire BGC: 2BR Garden for Rent, 180m2, FFurnished, 1 Parking, P90K/mo.","Fort Bonifacio, Taguig","90,000",2,3,180,,121.050318,14.540867
32,"1BR Fully Furnished Condo with Balcony for Rent in Mckinley, BGC Taguig","Fort Bonifacio, Taguig","45,000",1,1,44,,121.0494,14.54595
33,"Grand Hamptons Tower 2: 3BR For Rent, 127.91m2, FF, Golf Course, 2P, P100K/mo.","Fort Bonifacio, Taguig","100,000",3,3,127,,121.0445758,14.55429384
34,3 Bedroom For Rent at Avant at the Fort Taguig,"Fort Bonifacio, Taguig","120,000",3,3,126,,121.050318,14.540867
35,"HighTech 3 Bedrooms Unit in The Suites, BGC For Rent, Taguig","Fort Bonifacio, Taguig","350,000",3,2,212,,121.050318,14.540867
36,"2-Bedroom Unit at Bellagio 2 for Rent, BGC","Fort Bonifacio, Taguig","90,000",2,,91,,121.0439,14.55194
37,"Two Serendra Red Oak Fully Furnished 3 Bedroom Unit For Rent in BGC, Taguig City","Fort Bonifacio, Taguig","130,000",3,3,109,,121.0539224,14.54884675
38,8 Forbestown Fully Furnished 2BR unit with parking for Rent in Taguig,"Fort Bonifacio, Taguig","140,000",2,2,99,,121.050318,14.540867
39,"Pacific Plaza Tower Fully Furnished Condo For Rent in BGC, Taguig","Fort Bonifacio, Taguig","230,000",3,3,305,,121.050318,14.540867
40,Cheap Rate 2 Bedroom Rent at Bellagio Tower Burgos Circle BGC Taguig,"Fort Bonifacio, Taguig","88,000",2,2,85,,121.050318,14.540867
41,"3 Bedroom Unit For Rent at Pacific Plaza Tower, Bonifacio Global City, Taguig","Fort Bonifacio, Taguig","230,000",3,3,303,,121.050318,14.540867
42,"8 Forbestown Road Golf View 2BR Condominium rent at BGC, Taguig City","Fort Bonifacio, Taguig","120,000",2,2,100,,121.050318,14.540867
43,"2 Bedroom Condominium unit for rent in The Montane Global City, Taguig","Fort Bonifacio, Taguig","50,000",2,1,55,,121.050318,14.540867
44,2 Bedroom condo for rent in Acacia Estate Taguig very near BGC,"Ususan, Taguig","30,000",2,1,56,,121.065172,14.531149
45,"For Rent 1 Verve Tower 1 Bedroom Corner Unit with Balcony, Taguig","Fort Bonifacio, Taguig","60,000",1,1,69,,121.050318,14.540867
46,"For Lease 3 Bedroom Unit at Two Serendra in BGC, Taguig City","Fort Bonifacio, Taguig","120,000",3,2,117,,121.050318,14.540867
47,"For Rent: 1 Bedroom unit in Forbeswood Heights, BGC | FHT2002","Fort Bonifacio, Taguig","30,000",1,1,36,,121.050318,14.540867
48,"For Rent: 1BR Condo unit with Balcony in Grace Residences, Taguig City","Ususan, Taguig","15,000",1,1,32,,121.0614338,14.5307392
49,Fully Furnished 2-Bedroom Condominium Unit for Rent in Royal Palm Residences,"Ususan, Taguig","25,000",2,1,50,,121.063889,14.526483
50,For Rent Nicely-designed Fully Furnished 1BR Bi-Level in The Dolce Two Serendra,"Fort Bonifacio, Taguig","55,000",1,1,67,,121.0539224,14.54884675
51,"Interior Designed 3 Bedroom Unit For Rent in Horizon Homes, Shangri-La BGC","Fort Bonifacio, Taguig","400,000",3,3,310,,121.0462361,14.5524616
52,"2 Bedroom Unit at 8 Forbestown Road Bonifacio Global City, Taguig For Rent","Fort Bonifacio, Taguig","120,000",2,2,99,,121.050318,14.540867
53,"For Lease 3 Bedroom Unit at Two Serendra in BGC, Taguig City","Fort Bonifacio, Taguig","100,000",3,2,105,,121.050318,14.540867
54,"1BR Fully Furnished Condo For Rent at One Uptown Residences, Taguig","Fort Bonifacio, Taguig","35,000",1,1,36,,121.050318,14.540867
55,Two Serendra BGC Taguig condominium For Rent,"Fort Bonifacio, Taguig","120,000",3,2,120,,121.050318,14.540867
56,"Trion Towers, Fully Furnished 1 Bedroom Unit For Rent in Taguig","Fort Bonifacio, Taguig","35,000",1,1,38,,121.0494,14.54595
57,"3 Bedroom Prime Condominium for Rent at Bonifacio Global City, Taguig","Fort Bonifacio, Taguig","150,000",3,3,144,,121.050318,14.540867
58,1 Bedroom Fully Furnished Condominium For Rent in One Maridien at Taguig City,"Fort Bonifacio, Taguig","50,000",1,1,65,,121.050318,14.540867
59,"For Rent 2 Bedroom Furnished in Two Serendra BGC, Taguig City","Fort Bonifacio, Taguig","80,000",2,2,88,,121.050318,14.540867
60,86sqm 2 Bedrooms Bellagio 2 Condo BGC for Rent Bonifacio Global City Taguig,"Fort Bonifacio, Taguig","64,000",2,3,86,,121.0439,14.55194
61,"For Rent: 1 Bedroom Condo unit in Bellagio, BGC, Taguig | TBT3015","Fort Bonifacio, Taguig","55,000",1,1,60,,121.0436,14.55206
62,"Condo Unit for Rent in McKinley Park Residences, Taguig City","Fort Bonifacio, Taguig","90,000",3,2,98,,121.0466431,14.55370389
63,1 Bedroom at Mckinley Hill Taguig (internet wifi ready) for rent,"McKinley Hill, Taguig","20,000",1,1,25,,121.04888713965,14.53342765633
64,2 Bedroom For Rent in Penthurst Parkplace,"Fort Bonifacio, Taguig","60,000",2,2,94,,121.043632,14.553602
65,"1 Bedroom Condo Unit For Lease in Trion Tower, Bonifacio Global City, Taguig","Fort Bonifacio, Taguig","26,600",1,1,41,,121.049406,14.54612081
66,"Fully Furnished One Bedroom For Rent at Forbeswood Parklane, BGC, Taguig City","Fort Bonifacio, Taguig","30,000",1,1,36,,121.050318,14.540867
67,For Rent Fully Furnished 2 Bedrooms Condo in Acacia Estates Taguig near BGC,"Ususan, Taguig","30,000",2,1,63,,121.065172,14.531149
68,2 Bedroom Semi Furnished at One Uptown Residences – OURN002,"Fort Bonifacio, Taguig","120,000",2,2,116,,121.050318,14.540867
69,"For Rent: 3BR unit in Pacific Plaza Towers, BGC | PACN009 in Taguig","Fort Bonifacio, Taguig","250,000",3,3,298,,121.0448992,14.5473424
70,Mckinley Hill Studio Condo for Rent Stamford Fort Bonifacio Taguig BGC Global,"McKinley Hill, Taguig","15,000",1,1,22,,121.0487,14.53391
71,BELLAGIO TOWER BGC TAGUIG 1BR CONDO FOR RENT,"Fort Bonifacio, Taguig","40,000",1,1,45,,121.050318,14.540867
72,"Two Serendra Fully furnished 3 Bedroom Corner Unit for Rent in BGC, Taguig","Fort Bonifacio, Taguig","110,000",3,2,106,,121.050318,14.540867
73,"2 Bedroom BGC Two Serendra, Taguig condominium For Rent","Fort Bonifacio, Taguig","100,000",2,2,108,,121.0539224,14.54884675
74,2 Bedroom Unit with Balcony and Manila Golf View at Eight Forbes,"Fort Bonifacio, Taguig","115,000",2,2,114,,121.050318,14.540867
75,"3 Bedroom Condo For Rent In BGC Taguig City, 146sqm, Bellagio Tower 3","Fort Bonifacio, Taguig","130,000",3,2,146,,121.0436,14.55206
76,"1 bedroom Condo unit for Lease in Trion Tower, Bonifacio Global City, Taguig","Fort Bonifacio, Taguig","30,500",1,1,58,,121.049406,14.54612081
77,For Rent Spacious 3 Bedroom Condominium Located in Regent Parkway BGC Taguig,"Fort Bonifacio, Taguig","220,000",3,3,300,,121.0463868,14.5442284
78,"Avida 9th Towers BGC, 1 bedroom for rent","Fort Bonifacio, Taguig","35,000",1,1,43,,121.050318,14.540867
79,"For Rent Sapphire Residences 2BR Furnished Condo Unit in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig","58,000",2,2,80,,121.0451116,14.55412322
80,"For LEASE, 2-Bedroom Unit at Bellagio Tower One with a Nice View, BGC","Fort Bonifacio, Taguig","90,000",2,2,97,,121.04131,14.5526548
81,"BGC Condo for Rent 3BR Interior Decorated Penthouse Unit, Pacific Plaza, Taguig","Fort Bonifacio, Taguig","350,000",3,3,300,,121.0448992,14.5473424
82,The Aston Two Serendra Condominium For Rent BGC Taguig,"Fort Bonifacio, Taguig","100,000",2,2,108,,121.050318,14.540867
83,"4-Bedroom Condo For Rent In BGC Taguig City, 135.76sqm, Kensington Place","Fort Bonifacio, Taguig","150,000",4,4,135,,121.050318,14.540867
84,3 Bedroom Rent BGC The Suites At One Bonifacio High Street Taguig,"Fort Bonifacio, Taguig","290,000",3,3,209,,121.050318,14.540867
85,"1 Bedroom Condominium for rent at Two Serendra, BGC, Taguig","Fort Bonifacio, Taguig","58,000",1,1,71,,121.0539224,14.54884675
86,Morgan Suites Studio Condo For Rent at Mckinley Hill Fort Bonifacio Taguig,"McKinley Hill, Taguig","17,000",1,1,23,,121.0494178,14.5330947
87,Two Bedroom Condominium Fully Interiored For Rent in Taguig City,"Fort Bonifacio, Taguig",,2,2,91,,121.0439,14.55194
88,Corner 2BR Bellagio One BGC (97.5 sqm) w/ view of Manila Golf & Rockwell skyline,"Fort Bonifacio, Taguig","85,000",2,2,97,,121.04131,14.5526548
89,Brand new semi-furnished 2BR St. Moritz Private Estates BGC with view (76 sqm),"McKinley Hill, Taguig","70,000",2,2,76,,121.0459956,14.5381342
90,Spacious Studio condo For Rent at The Beaufort BGC Taguig,"Fort Bonifacio, Taguig","40,000",1,1,47,,121.045497,14.54639962
91,"1 Bedroom Unit For Rent at One Mckinley Place BGC, Taguig City","Fort Bonifacio, Taguig","70,000",1,1,76,,121.050318,14.540867
92,"For Rent Studio Unit In The Venice Luxury Residences, Taguig, Metro Manila","McKinley Hill, Taguig","25,000",1,,40,,121.0502,14.53352
93,"2-Bedroom Unit, with A Nice View at Bellagio For Lease,  Bonifacio Global City","Fort Bonifacio, Taguig","90,000",2,3,97,,121.04131,14.5526548
94,"1 Bedroom Fully Furnished Condo For Rent in Two Serendra BGC, Taguig","Fort Bonifacio, Taguig","48,000",1,1,65,,1,14.702178
95,BGC Condominium For Rent Located in  Mckinley Parkway BGC Taguig,"Fort Bonifacio, Taguig","100,000",2,2,108,,121.050318,14.540867
96,"For Rent Fully Furnished 1BR in Burgos Circle BGC at 8 Forbestown Road, Taguig","Fort Bonifacio, Taguig","50,000",1,1,44,,121.050318,14.540867
97,Furnished 1 Bedroom at 8 Forbestown Road Condo near Burgos Circle BGC,"Fort Bonifacio, Taguig","50,000",1,1,44,,121.050318,14.540867
98,Spacious 1 Bedroom Loft Global City condo Taguig for Rent,"Fort Bonifacio, Taguig","70,000",1,1,105,,121.0436,14.55206
99,Studio Fully Furnished at Icon Plaza |IPLX006,"Fort Bonifacio, Taguig","35,000",1,1,36,,121.045716,14.547869
100,"Affordable For Rent 2 Bedroom Mckinley Hill, Taguig","McKinley Hill, Taguig","55,000",2,1,52,,121.0553,14.53712
101,For rent Cheapest 1 bedroom Fully furnished in One Uptown,"Fort Bonifacio, Taguig","45,000",1,1,55,,121.050318,14.540867
102,"For Rent 3 Bedroom Unit at Park West BGC Condominium, Taguig","Fort Bonifacio, Taguig","130,000",3,2,145,,121.0518,14.55795
103,1 bedroom for rent Uptown Parksuites tower 1 fully furnished in BGC Taguig,"Fort Bonifacio, Taguig","39,000",1,1,37,,121.050318,14.540867
104,Fully Furnished 2 Bedroom Unit at Fort Palm Spring for Rent,"Fort Bonifacio, Taguig","80,000",2,2,85,,121.050318,14.540867
105,"3 Bedroom Condo For Rent in BGC Taguig City, 110sqm, The Fort Residences","Fort Bonifacio, Taguig","100,000",3,2,110,,121.0447036,14.55357756
106,"Icon Residences BGC Studio For Rent in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig","33,000",1,1,36,,121.0423546,14.5491648
107,"Spacious 3 Bedrooms at Pacific Plaza Tower, Taguig For Lease","Fort Bonifacio, Taguig","250,000",3,2,298,,121.050318,14.540867
108,"Corner 2 Bedroom with Golf View in BGC, Taguig City For Rent","Fort Bonifacio, Taguig","125,000",2,2,97,,121.050318,14.540867
109,"3-Bedroom Condo Unit with stunning views for Rent in BGC, Taguig City!","Fort Bonifacio, Taguig","350,000",3,3,250,,121.0462361,14.5524616
110,For rent 3 Bedroom Grand Suite Unit with the best views of BGC at the Suites,"Fort Bonifacio, Taguig","385,000",3,4,250,,121.047615,14.5510347
111,"F/F 2BR Corner Condo Unit at Tuscany Private Estate, Upper McKinley, Taguig","Pinagsama, Taguig","80,000",2,2,92,,121.05267879034,14.538187273706
112,"For Rent 2 Bedroom Fully Furnished in The Bellagio, BGC, Taguig City","Fort Bonifacio, Taguig","75,000",2,2,92,,121.050318,14.540867
113,"Semi-Furnished 2 Bedroom with Balcony in Uptown Parksuites, BGC, Taguig","Fort Bonifacio, Taguig","75,000",2,2,81,,121.050318,14.540867
114,3 Bedrooms in Mckinley Garden Villas,Taguig,"85,000",3,4,130,,121.0632793,14.5139759
115,SMDC Grace Residences | 1 Bedroom with Balcony | Fully Furnished | Taguig City,"Ususan, Taguig","20,000",1,1,27,,121.0614338,14.5307392
116,"Fully Furnished 2BR Corner Unit with Balcony for Rent - One Serendra, BGC Taguig","Fort Bonifacio, Taguig","150,000",2,2,130,,121.0499855,14.546318
117,"2 Bedroom Unit with balcony for Rent at Maple Place, Acacia Estates Taguig City","Ususan, Taguig","25,000",2,1,63,,121.0650269,14.52525
118,"Mulberry Place 2 Bedroom Unit and Parking For Rent, Taguig City","Ususan, Taguig","25,000",2,1,64,,121.0657426,14.5230841
119,For Lease 3 Bedroom in Two Serendra Dolce BGC Taguig,"Fort Bonifacio, Taguig","150,000",3,2,127,,121.0539224,14.54884675
120,2BR Fully Furnished Condominium with Parking in Grand Hamptons Tower 1,"Fort Bonifacio, Taguig","90,000",2,2,78,,121.050318,14.540867
121,Two Serendra - Callery For Rent 76 sqm 2 Bedroom Unit in Taguig City,"Fort Bonifacio, Taguig","85,000",2,,76,,121.0539224,14.54884675
122,"Loft Type Unit For Rent in Tuscany Private Estate in Mckinley Hill, Taguig City","McKinley Hill, Taguig","35,000",1,1,40,,121.0553,14.53712
123,Studio with Balcony in Venice Luxury Residences for lease,Taguig,"30,000",1,1,40,,121.0632793,14.5139759
124,"1 Bedroom Condo Unit For Rent at Verve Residences 2, BGC, Taguig","Fort Bonifacio, Taguig","70,000",1,1,59,,121.051226,14.54795811
125,"For Lease 2 Bedroom in Forbestown Road, BGC Taguig City","Fort Bonifacio, Taguig","130,000",2,2,99,,121.050318,14.540867
126,"Fully-Furnished 2 Bedroom for Rent in Verve Residences, BGC, Taguig City","Fort Bonifacio, Taguig","110,000",2,1,100,,121.050318,14.540867
127,For Lease 3 Bedroom in Pacific Plaza Towers Taguig,"Fort Bonifacio, Taguig","200,000",3,3,287,,121.0448992,14.5473424
128,"For Rent 2 Bedroom Condominium Unit in Avida Towers 34th BGC, Taguig","Fort Bonifacio, Taguig","50,000",2,1,60,,121.050318,14.540867
129,Penthouse for Rent Special Garden Unit in One Serendra BGC Taguig City,"Fort Bonifacio, Taguig","350,000",3,4,402,,121.050318,14.540867
130,"Rush For Lease: Fully Furnished 1 Bedroom With Balcony, Two Serendra Almond BGC","Fort Bonifacio, Taguig","45,000",1,1,51,,121.050318,14.540867
131,Fully Furnished 2 Bedroom Unit For Rent in One Serendra Narra Tower BGC Taguig,"Fort Bonifacio, Taguig","125,000",2,3,138,,121.0499855,14.546318
132,"For Rent Studio Unit at Verve Residences 2 in BGC, Taguig City","Fort Bonifacio, Taguig","55,000",1,1,46,,121.051226,14.54795811
133,"One Maridien, Taguig City 1 Bedroom Condo For Rent","Fort Bonifacio, Taguig","80,000",1,1,80,,121.048118,14.5488356
134,Newly renovated 2BEDROOM Unit at Two Serendra Aston Building,"Fort Bonifacio, Taguig","80,000",2,2,87,,121.0539224,14.54884675
